Symbol,Company Name,Industry,Market Cap
DK,Delek US Holdings,Oil & Gas Refining & Marketing,1604496720
DKDCA,Data Knights Acquisition,Shell Companies,81305441
DKL,"Delek Logistics Partners, LP",Oil & Gas Midstream,2163180990
DKNG,DraftKings,Gambling,8555282618
DKS,DICK'S Sporting Goods,Specialty Retail,11787900008
DLA,Delta Apparel,Apparel Manufacturing,80791771
DLB,Dolby Laboratories,Information Technology Services,8092159793
DLHC,DLH Holdings,Specialty Business Services,142109810
DLNG,Dynagas LNG Partners LP,Oil & Gas Midstream,101206050
DLO,DLocal,Software - Infrastructure,3980935814
DLPN,Dolphin Entertainment,Entertainment,22210144
DLR,Digital Realty Trust,REIT - Office,27032268800
DLTH,Duluth Holdings,Apparel Retail,215597055
DLTR,Dollar Tree,Discount Stores,33221808760
DLX,Deluxe,Advertising Agencies,674943008
DM,Desktop Metal,Computer Hardware,717331536
DMAC,DiaMedica Therapeutics,Biotechnology,44983190
DMAQ,Deep Medicine Acquisition,Shell Companies,50193901
DMLP,"Dorchester Minerals,",Oil & Gas E&P,1119296655
DMRC,Digimarc,Information Technology Services,355350630
DMS,Digital Media Solutions,Advertising Agencies,28773180
DMTK,DermTech,Diagnostics & Research,130882632
DMYY,dMY Squared Technology Group,Shell Companies,64769750
DNA,Ginkgo Bioworks Holdings,Biotechnology,2652902492
DNAB,Social Capital Suvretta Holdings Corp. II,Shell Companies,325915780
DNAD,Social Capital Suvretta Holdings Corp. IV,Shell Companies,327191400
DNB,Dun & Bradstreet Holdings,Financial Data & Stock Exchanges,4960994139
DNLI,Denali Therapeutics,Biotechnology,3298040140
DNMR,Danimer Scientific,Specialty Chemicals,394500060
DNN,Denison Mines,Uranium,860421855
DNOW,NOW Inc.,Oil & Gas Equipment & Services,1170642600
DNUT,Krispy Kreme,Grocery Stores,2576973000
DO,Diamond Offshore Drilling,Oil & Gas Drilling,1192536400
DOC,Physicians Realty Trust,REIT - Healthcare Facilities,3628890357
DOCN,DigitalOcean Holdings,Software - Infrastructure,3447762472
DOCS,Doximity,Health Information Services,6583995594
DOCU,DocuSign,Software - Application,10999783964
DOGZ,Dogness (International),Leisure,26237761
DOLE,Dole plc,Farm Products,1138790400
DOMA,Doma Holdings,Real Estate Services,118388927
DOMH,Dominari Holdings,Biotechnology,19526956
DOMO,"Domo, Inc.",Software - Application,478342202
DOOO,BRP Inc.,Recreational Vehicles,5896359475
DOOR,Masonite International,Building Products & Equipment,2013331726
DORM,Dorman Products,Auto Parts,2696154318
DOUG,Douglas Elliman,Real Estate Services,253248000
DOV,Dover,Specialty Industrial Machinery,20563110697
DOW,Dow Inc.,Chemicals,40277493755
DOX,Amdocs,Software - Infrastructure,11582477400
DOYU,DouYu International Holdings,Internet Content & Information,358756920
DPCS,DP Cap Acquisition Corp I,Shell Companies,300437500
DPRO,Draganfly,Aerospace & Defense,36962802
DPSI,Decisionpoint Systems,Software - Application,45864438
DPZ,Domino's Pizza,Restaurants,11561982496
DQ,Daqo New Energy,Semiconductor Equipment & Materials,3423572919
DRCT,Direct Digital Holdings,Advertising Agencies,8229483
DRD,DRDGOLD,Gold,876184456
DRH,DiamondRock Hospitality Company,REIT - Hotel & Motel,1700482680
DRI,Darden Restaurants,Restaurants,18349766460
DRIO,DarioHealth,Diagnostics & Research,101417848
DRMA,Dermata Therapeutics,Biotechnology,1000485
DRQ,Dril-Quip,Oil & Gas Equipment & Services,982100406
DRRX,DURECT,Drug Manufacturers - Specialty & Generic,112630540
DRS,Leonardo DRS,Aerospace & Defense,3923852880
DRTS,Alpha Tau Medical,Biotechnology,210597824
DRTT,DIRTT Environmental Solutions,Engineering & Construction,40154401
DRUG,Bright Minds Biosciences,Biotechnology,8577661
DRVN,Driven Brands Holdings,Auto & Truck Dealerships,5058362400
DSAQ,Direct Selling Acquisition,Shell Companies,241040000
DSEY,Diversey Holdings,Personal Services,2638810945
DSGN,Design Therapeutics,Biotechnology,279157067
DSGR,Distribution Solutions Group,Industrial Distribution,891331520
DSGX,The Descartes Systems Group,Software - Application,6819753120
DSKE,Daseke,Trucking,340677140
DSP,Viant Technology,Software - Application,283958460
DSS,"DSS, Inc.",Packaging & Containers,31529054
DSWL,Deswell Industries,Electronic Components,42228280
DSX,Diana Shipping,Marine Shipping,434262960
DT,Dynatrace,Software - Application,11923395000
DTC,Solo Brands,Internet Retail,538002205
DTE,DTE Energy Company,Utilities - Regulated Electric,23438601760
DTEA,DAVIDsTEA,Packaged Foods,11359103
DTIL,Precision BioSciences,Biotechnology,87681360
DTM,DT Midstream,Oil & Gas Midstream,4760127092
DTOC,Digital Transformation Opportunities,Shell Companies,340170000
DTSS,Datasea,Software - Infrastructure,28459782
DTST,Data Storage,Information Technology Services,12143391
DUET,DUET Acquisition,Shell Companies,117079115
DUK,Duke Energy,Utilities - Regulated Electric,76610117680
DUNE,Dune Acquisition,Shell Companies,54450981
DUO,Fangdd Network Group,Real Estate Services,6526203
DUOL,Duolingo,Software - Application,5486252859
DUOT,Duos Technologies Group,Software - Application,28622200
DV,DoubleVerify Holdings,Software - Application,5010804748
DVA,DaVita,Medical Care Facilities,7529416000
DVAX,Dynavax Technologies,Drug Manufacturers - Specialty & Generic,1366250900
DVN,Devon Energy,Oil & Gas E&P,35669160000
DWAC,Digital World Acquisition,Shell Companies,484163247
DWSN,Dawson Geophysical Company,Oil & Gas Equipment & Services,50001200
DX,Dynex Capital,REIT - Mortgage,647264980
DXC,DXC Technology Company,Information Technology Services,5698880460
DXCM,DexCom,Medical Devices,44368057317
DXF,Dunxin Financial Holdings,Credit Services,2131766
DXLG,Destination XL Group,Apparel Retail,322492485
DXPE,DXP Enterprises,Industrial Distribution,500642196
DXR,Daxor,Medical Instruments & Supplies,48703531
DXYN,The Dixie Group,Textile Manufacturing,11217913
DY,Dycom Industries,Engineering & Construction,2676616254
DYAI,Dyadic International,Biotechnology,57126200
DYN,Dyne Therapeutics,Biotechnology,480564846
DYNT,Dynatronics,Medical Devices,5649994
DZSI,DZS Inc.,Communication Equipment,223861848
E,Eni S.p.A.,Oil & Gas Integrated,50532267967
EA,Electronic Arts,Electronic Gaming & Multimedia,34588377640
EAC,Edify Acquisition,Shell Companies,88109392
EAF,GrafTech International,Electrical Equipment & Parts,1316758140
EAR,Eargo,Medical Devices,113457646
EARN,Ellington Residential Mortgage REIT,REIT - Mortgage,97493886
EAST,Eastside Distilling,Beverages - Wineries & Distilleries,3848836
EAT,Brinker International,Restaurants,1585383142
EB,Eventbrite,Software - Application,789637656
EBAY,eBay Inc.,Internet Retail,22967726400
EBC,Eastern Bankshares,Banks - Regional,2140621920
EBET,"EBET, Inc.",Gambling,9026947
EBF,Ennis,Business Equipment & Supplies,534813480
EBIX,"Ebix, Inc.",Software - Application,543885760
EBMT,Eagle Bancorp Montana,Banks - Regional,112084420
EBON,Ebang International Holdings,Computer Hardware,35414739
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,Utilities - Regulated Electric,16426551316
EBS,Emergent BioSolutions,Drug Manufacturers - Specialty & Generic,621237078
EBTC,Enterprise Bancorp,Banks - Regional,372002380
EC,Ecopetrol,Oil & Gas Integrated,23765394985
ECBK,ECB Bancorp,Banks - Regional,117534953
ECC,Eagle Point Credit Company,Asset Management,617616120
ECL,Ecolab,Specialty Chemicals,46757050128
ECOR,electroCore,Medical Devices,29621343
ECPG,Encore Capital Group,Mortgage Finance,1235869873
ECVT,Ecovyst,Specialty Chemicals,1425354580
ECX,ECARX Holdings,Auto Parts,1889412101
ED,Consolidated Edison,Utilities - Regulated Electric,34189967799
EDAP,EDAP TMS,Medical Devices,389584070
EDBL,Edible Garden AG,Farm Products,3720627
EDIT,Editas Medicine,Biotechnology,438650472
EDN,Empresa Distribuidora y Comercializadora Norte,Utilities - Regulated Electric,726164439
EDR,Endeavor Group Holdings,Entertainment,6954856342
EDRY,EuroDry,Marine Shipping,47283680
EDSA,Edesa Biotech,Biotechnology,18654591
EDTK,Skillful Craftsman Education Technology,Education & Training Services,26373000
EDTX,EdtechX Holdings Acquisition Corp. II,Shell Companies,64464386
EDU,New Oriental Education & Technology Group,Education & Training Services,6158553120
EDUC,Educational Development,Publishing,22393155
EE,Excelerate Energy,Utilities - Renewable,2493596349
EEFT,Euronet Worldwide,Software - Infrastructure,5421460308
EEIQ,Elite Education Group International,Education & Training Services,13097884
EEX,Emerald Holding,Advertising Agencies,266774688
EFC,Ellington Financial,REIT - Mortgage,844204208
EFHT,EF Hutton Acquisition Corporation I Common Stock,Shell Companies,149983115
EFOI,Energy Focus,"Furnishings, Fixtures & Appliances",9699395
EFSC,Enterprise Financial Services,Banks - Regional,1624872275
EFSH,1847 Holdings LLC,Conglomerates,2485837
EFTR,eFFECTOR Therapeutics,Biotechnology,14971864
EFX,Equifax,Consulting Services,24101968930
EFXT,Enerflex,Oil & Gas Equipment & Services,747383560
EGAN,eGain,Software - Application,237775320
EGBN,Eagle Bancorp,Banks - Regional,981329252
EGGF,EG Acquisition,Shell Companies,286031260
EGHT,"8x8, Inc.",Software - Application,425060480
EGIO,Edgio,Software - Infrastructure,159585511
EGLE,Eagle Bulk Shipping,Marine Shipping,629498912
EGLX,Enthusiast Gaming Holdings,Internet Content & Information,79708033
EGO,Eldorado Gold,Gold,2069771110
EGP,EastGroup Properties,REIT - Industrial,7080638808
EGRX,Eagle Pharmaceuticals,Drug Manufacturers - Specialty & Generic,396451260
EGY,VAALCO Energy,Oil & Gas E&P,457174680
EH,EHang Holdings,Aerospace & Defense,604992915
EHAB,Enhabit,Medical Care Facilities,663894192
EHC,Encompass Health,Medical Care Facilities,6152183306
EHTH,eHealth,Insurance Brokers,243000560
EIC,Eagle Point Income Company,,110283961
EIG,Employers Holdings,Insurance - Specialty,1151880750
EIGR,Eiger BioPharmaceuticals,Biotechnology,49457408
EIX,Edison International,Utilities - Regulated Electric,27958555475
EJH,E-Home Household Service Holdings,Personal Services,14658758
EKSO,Ekso Bionics Holdings,Medical Instruments & Supplies,21028872
EL,The Estée Lauder Companies,Household & Personal Products,88251200012
ELA,Envela,Luxury Goods,187125970
ELAN,Elanco Animal Health,Drug Manufacturers - Specialty & Generic,4536682560
ELBM,Electra Battery Materials,Other Industrial Metals & Mining,68731455
ELDN,Eledon Pharmaceuticals,Biotechnology,33566592
ELEV,Elevation Oncology,Biotechnology,44965970
ELF,e.l.f. Beauty,Household & Personal Products,4562559267
ELLO,Ellomay Capital,Utilities - Renewable,157844066
ELMD,Electromed,Medical Devices,94677459
ELME,Elme Communities,REIT - Office,1553097860
ELOX,Eloxx Pharmaceuticals,Biotechnology,20472102
ELP,Companhia Paranaense de Energia - COPEL,Utilities - Diversified,20578855158
ELS,Equity LifeStyle Properties,REIT - Residential,12905168178
ELSE,Electro-Sensors,Scientific & Technical Instruments,15803172
ELTK,Eltek,Electronic Components,23047739
ELV,Elevance Health,Healthcare Plans,117064419420
ELVN,Enliven Therapeutics,Biotechnology,781064018
ELYM,Eliem Therapeutics,Biotechnology,79171746
ELYS,Elys Game Technology,Gambling,19608227
EM,Smart Share Global,Personal Services,264753180
EMAN,eMagin,Electronic Components,187180114
EMBC,Embecta,Drug Manufacturers - Specialty & Generic,1627131612
EMBK,Embark Technology,Software - Application,59725845
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,Shell Companies,203463750
EME,EMCOR Group,Engineering & Construction,7380640806
EMKR,EMCORE,Semiconductors,42257145
EML,The Eastern Company,Tools & Accessories,119337576
EMLD,FTAC Emerald Acquisition,Shell Companies,352531928
EMN,Eastman Chemical Company,Specialty Chemicals,9889645380
EMR,Emerson Electric Co.,Specialty Industrial Machinery,47791896000
EMX,EMX Royalty,Other Industrial Metals & Mining,233501040
ENB,Enbridge,Oil & Gas Midstream,80389722906
ENCP,Energem,Shell Companies,55899808
ENER,Accretion Acquisition,Shell Companies,268788300
ENFN,Enfusion,Software - Application,721235484
ENG,ENGlobal,Engineering & Construction,14719469
ENIC,Enel Chile,Utilities - Regulated Electric,3748824430
ENLC,"EnLink Midstream, LLC",Oil & Gas Midstream,5035805200
ENLT,Enlight Renewable Energy,Utilities - Renewable,1986703104
ENLV,Enlivex Therapeutics,Biotechnology,53209813
ENOB,Enochian Biosciences,Biotechnology,63671960
ENOV,Enovis,Specialty Industrial Machinery,2918349744
ENPH,Enphase Energy,Solar,26757505342
ENR,Energizer Holdings,Electrical Equipment & Parts,2264235900
ENS,EnerSys,Electrical Equipment & Parts,3332175285
ENSC,Ensysce Biosciences,Biotechnology,56219785
ENSG,The Ensign Group,Medical Care Facilities,5470662936
ENSV,Enservco,Oil & Gas Equipment & Services,8994879
ENTA,Enanta Pharmaceuticals,Biotechnology,764233376
ENTF,Enterprise 4.0 Technology Acquisition,Shell Companies,399189979
ENTG,Entegris,Semiconductor Equipment & Materials,10789206247
ENTX,Entera Bio,Biotechnology,26646277
ENV,Envestnet,Software - Application,3387581658
ENVA,Enova International,Credit Services,1441597173
ENVB,Enveric Biosciences,Biotechnology,2764099
ENVX,Enovix,Electrical Equipment & Parts,2215231200
ENZ,Enzo Biochem,Diagnostics & Research,126143512
EOCW,Elliott Opportunity II,Shell Companies,780160000
EOG,EOG Resources,Oil & Gas E&P,71884526354
EOLS,Evolus,Drug Manufacturers - Specialty & Generic,465396525
EOSE,Eos Energy Enterprises,Electrical Equipment & Parts,256302013
EP,Empire Petroleum,Oil & Gas E&P,285469872
EPAC,Enerpac Tool Group,Specialty Industrial Machinery,1372896602
EPAM,EPAM Systems,Information Technology Services,16726043220
EPC,Edgewell Personal Care Company,Household & Personal Products,2171862528
EPD,Enterprise Products Partners L.P.,Oil & Gas Midstream,58242835305
EPIX,ESSA Pharma,Biotechnology,121254100
EPM,Evolution Petroleum,Oil & Gas E&P,235009581
EPOW,Sunrise New Energy Co.,Consulting Services,61606978
EPR,EPR Properties,REIT - Specialty,2937729956
EPRT,Essential Properties Realty Trust,REIT - Diversified,3664585785
EPSN,Epsilon Energy,Oil & Gas E&P,129304896
EQ,Equillium,Biotechnology,25466434
EQBK,Equity Bancshares,Banks - Regional,386742384
EQC,Equity Commonwealth,REIT - Office,2290920510
EQH,Equitable Holdings,Insurance - Diversified,9135702096
EQIX,Equinix,REIT - Specialty,65973277568
EQNR,Equinor ASA,Oil & Gas Integrated,91408229320
EQR,Equity Residential,REIT - Residential,23484096972
EQRX,"EQRx, Inc.",Biotechnology,869713354
EQS,Equus Total Return,Asset Management,21493779
EQT,EQT Corporation,Oil & Gas E&P,11765754000
EQX,Equinox Gold,Gold,1772921211
ERAS,Erasca,Biotechnology,429178627
ERES,East Resources Acquisition Company,Shell Companies,188759760
ERF,Enerplus,Oil & Gas E&P,3327297600
ERIC,Telefonaktiebolaget LM Ericsson (publ),Communication Equipment,19314811443
ERIE,Erie Indemnity Company,Insurance Brokers,12282374376
ERII,Energy Recovery,Pollution & Treatment Controls,1379405643
ERJ,Embraer,Aerospace & Defense,3010040021
ERNA,Eterna Therapeutics,Biotechnology,16868060
ERO,Ero Copper,Copper,1635775190
ERYP,ERYTECH Pharma,Biotechnology,31683640
ES,Eversource Energy,Utilities - Regulated Electric,27813644572
ESAB,ESAB Corporation,Metal Fabrication,3503325720
ESAC,ESGEN Acquisition,Shell Companies,103255742
ESBA,"Empire State Realty OP,",REIT - Office,1554004724
ESCA,"Escalade,",Leisure,208942665
ESE,ESCO Technologies,Scientific & Technical Instruments,2460416775
ESEA,Euroseas,Marine Shipping,135279152
ESGR,Enstar Group,Insurance - Diversified,4154746140
ESI,Element Solutions,Specialty Chemicals,4404801896
ESLT,Elbit Systems,Aerospace & Defense,7768322064
ESMT,EngageSmart,Software - Infrastructure,2850183800
ESNT,Essent Group,Insurance - Specialty,4453514000
ESOA,Energy Services of America,Engineering & Construction,36501168
ESP,Espey Mfg. & Electronics,Electrical Equipment & Parts,56484967
ESPR,Esperion Therapeutics,Drug Manufacturers - Specialty & Generic,114523362
ESQ,Esquire Financial Holdings,Banks - Regional,298334681
ESRT,Empire State Realty Trust,REIT - Diversified,1661754908
ESS,Essex Property Trust,REIT - Residential,14082588516
ESSA,ESSA Bancorp,Banks - Regional,165910305
ESTA,Establishment Labs Holdings,Medical Devices,1826718061
ESTC,Elastic,Software - Application,5306117076
ESTE,Earthstone Energy,Oil & Gas E&P,2053276835
ET,Energy Transfer LP,Oil & Gas Midstream,39053725194
ETAO,ETAO International Co.,Health Information Services,5718429
ETD,Ethan Allen Interiors,"Furnishings, Fixtures & Appliances",679321040
ETN,Eaton Corporation,Specialty Industrial Machinery,64646777562
ETNB,89bio,Biotechnology,978524798
ETON,Eton Pharmaceuticals,Biotechnology,89103350
ETR,Entergy,Utilities - Regulated Electric,23346978161
ETRN,Equitrans Midstream,Oil & Gas Midstream,2150418600
ETSY,"Etsy, Inc.",Internet Retail,12484843840
ETWO,E2open Parent Holdings,Software - Application,1862020160
EU,enCore Energy,Uranium,298127488
EUCR,Eucrates Biomedical Acquisition,Shell Companies,42565327
EUDA,EUDA Health Holdings,Health Information Services,27963250
EURN,Euronav NV,Oil & Gas Midstream,3438399360
EVA,Enviva,Lumber & Wood Production,1763942400
EVAX,Evaxion Biotech,Biotechnology,29592304
EVBG,Everbridge,Software - Application,1247350838
EVBN,Evans Bancorp,Banks - Regional,176644547
EVC,Entravision Communications,Broadcasting,621205700
EVCM,EverCommerce,Software - Infrastructure,2099582351
EVE,EVe Mobility Acquisition,Shell Companies,360246006
EVER,EverQuote,Internet Content & Information,402693980
EVEX,Eve Holding,Aerospace & Defense,1999368539
